Course ID,Title,Description
1090,Code of Life - When Computer Science Meets Genetics,"Welcome to the class: we are very excited that you are interested in learning more about the foundations of life. In this openHPI course, we will give an introduction about components of human cells and their functions. We dive into the cell core to explore the Deoxyribonucleic Acid (DNA), its structure, and how it stores the code of life. Furthermore, we will explore how to discover genetic variants and mutations and how to assess their impact on the cell functions and the whole human body. Ultimately, we will outline how individual genetic variants can be connected to complex diseases, such as cancer. Just two decades ago, all these tasks would have been impossible due to missing knowledge about the DNA and a lack of computational power. As a result, you will learn basic concepts about how to incorporate latest computer science aspects to explore the code of life interactively."
1091,Social Media - What No One has Told You about Privacy,"In this 2 week workshop we discuss the emergence of social media, how the concept gained popularity and has now become the axle in collaborative communication on the Internet. We follow this with a presentation of basic approaches that you can use to protect your data and more importantly your privacy on these platforms. Everyone knows the odd feeling of discomfort when having added someone you actually don't know very well to yours friends' list or to the wrong category within your contacts. The participants will learn in this openHPI course that privacy is still a concern also for users who do not actively use the Internet."
1092,Knowledge Engineering with Semantic Web Technologies,"The knowledge contained in the World Wide Web is available in interlinked documents written in natural language. To make use of this knowledge, technologies such as natural language processing, information retrieval, data and knowledge mining must be applied. Semantic Web technologies follow an alternative approach by complementing web documents with explicit semantics based on formal knowledge representations, such as e.g. ontologies. In this MOOC, you will learn the fundamentals of Semantic Web technologies and how they are applied for knowledge representation in the World Wide Web. You will learn how to represent knowledge with ontologies and how to access and benefit from semantic data on the Web. Furthermore, you will also learn how to make use of Linked Data and the Web of Data, currently the most popular applications based on Semantic Web technologies."
1093,Web-Technologien,"Das Web – eigentlich nichts anderes als ein einfacher Informationsdienst im Internet – hat eine ganz neue digitale Welt entstehen lassen, die eng verwoben mit unserer realen Welt früher Unvorstellbares möglich macht: sekundenschnelle Kommunikation über Kontinente, Filme auf dem Smartphone anschauen, mit Partnern in entfernten Ländern spielen oder Fotos anschauen oder vom Sofa aus einkaufen und Bankgeschäfte tätigen… In unserem Onlinekurs zu den Web-Technologien lernen Sie, wie das alles funktioniert. Zunächst besprechen wir die dem Web zugrundeliegenden Basistechnologien URI, HTTP, HTML, CSS und XML. Auch wenn das zunächst sehr kryptisch klingt, werden Sie schnell verstehen, worum es geht. Wir sehen uns dann Webservices und die Techniken der Webprogrammierung an und üben diese ein. Dann werden wir uns mit der Frage beschäftigen, wie Suchmaschinen, die uns als Webweiser in der digitalen Welt so schnell und zuverlässig helfen, Inhalte und Dienstangebote im Web zu finden, eigentlich funktionieren. Der Kurs schließt mit einem Ausblick auf das Cloud Computing, das die Art und Weise, wie wir in Zukunft auf Rechenleistungen zugreifen werden, grundlegend verändert."
1094,Parallel Programming Concepts,"“Parallel Programming Concepts” presents relevant theoretical and practical foundations for parallel programming. We show crucial theoretical ideas such as semaphores and actors, the architecture of modern parallel hardware, different programming models such as task parallelism, message passing and functional programming, and several patterns and best practices. The course is suitable for all participants who are interested in getting a broader overview of parallelism, especially beyond the usage of multiple threads."
1095,Internetworking with TCP/IP,"Have you ever thought about how often you turn to the Internet throughout the day? Whether it be ordering a book or ticket online, checking the latest news or writing an email, everyday life without the Internet is nearly unimaginable. But wouldn’t it be nice to know how all of this is possible? This course will teach you about the technological foundation of this worldwide network. You will learn about its physical foundation of data transmission based on the functional principles and technologies of local area networks (LANs) and wide area networks (WANs). The TCP/IP reference model – the “heart” of the Internet – and its protocols and countless applications, will be presented in the units to follow. Participants will gain comprehensive insight into the complex world of Internet technologies. In clear terms, you will receive the knowledge to unlock the mysteries of the Internet."
1096,Sicher per E-Mail kommunizieren - Mitleser unerwünscht,"Die E-Mail ist eines der wichtigsten Kommunikationsmittel unserer Zeit. Dennoch lässt die Technologie hinsichtlich der Sicherheit deutlich zu wünschen übrig. E-Mail-Nutzer/innen können sich weder sicher sein, dass niemand die Nachrichten mitliest, noch dass diese auch unverändert bei den Empfänger/innen ankommen. Um geeignete Sicherheitsmaßnahmen - die sogenannte Ende-zu-Ende-Verschlüsselung sowie digitale Signaturen - müssen sich alle Nutzer/innen selbst kümmern.
In diesem openHPI-Workshop lernen Sie auch anhand praktischer Übungen, wie Sie mit dem Einsatz kostenloser Werkzeuge verschlüsselte und digital unterschriebene E-Mails versenden und empfangen können."
1097,Introduction to Successful Remote Teamwork,"Tele-working is becoming a more and more popular topic amongst modern organizations.
However, it also comes with some challenges for both: tele-workers and management.
This course will make you and your team fit for virtual collaboration in geographically distributed contexts. You will learn about the benefits and risks of driving a virtual team culture and how guided remote work drives to success. Furthermore, you will learn how to use intercultural competences as a key factor of interaction and communication. In the hands-on part of the course you will learn how to select appropriate online collaboration tools and how to employ them in a practical task. Working with a “real life” virtual team, you will gain first-hand experience about the opportunities and challenges of tele-working."
1098,openHPI Forum 2020 - Lessons Learned about Digital Education in Times of Crisis,"Wie ein Brennglas hat die weltweite Coronavirus-Pandemie offengelegt, was in der Online-Bildung schon funktioniert und was noch nicht. Wer schnell etwas für die eigene und die öffentliche Gesundheit tun wollte, belegte Onlinekurse, zum Beispiel der Weltgesundheitsorganisation WHO. Und Beschäftigte, die ihr Arbeitspensum reduzieren mussten oder den Job gar ganz verloren, setzen nun ihre Hoffnung auf virtuelle IT-Lernangebote, um ihr Berufsleben zukunftssicher zu machen. Ganz zu schweigen von Lehrkräften, Jugendlichen und Eltern, welche mittlerweile – mehr oder weniger unfreiwillig - Experten für digitalen Schulunterricht in der Cloud geworden sind.
Im diesjährigen openHPI-Forum, welches erstmals virtuell stattfindet, möchten wir mit Ihnen diskutieren, wie Covid-19 sich auf unterschiedliche Bereiche ausgewirkt hat und erörtern, was mögliche Langzeitfolgen, was nur kurze Trends sind. Seien Sie dabei!
English version below"
1099,Cybersecurity Basics - Prüfung,"Wenn Sie die drei Sicherheits-Workshops absolviert haben, die letztes Jahr auf openHPI angeboten wurden, sollten Sie nun bestens über die Basics der Cybersecurity Bescheid wissen. Hier bieten wir Ihnen die Möglichkeit, eine Prüfung über den Stoff aus allen drei Workshops abzulegen. Bei Erfolg erhalten Sie ein Zeugnis oder ein qualifiziertes Zertifikat, welches üblicherweise nur in 6-Wochen-Kursen vergeben wird.
Eine Einschreibung für die Prüfung ist erst möglich, wenn die Voraussetzungen für die Teilnahme erfüllt sind. Folgende Kriterien müssen erfüllt sein:
Teilnahme an den 3 Sicherheits-Workshops (Datensicherheit im Netz, Digitale Identitäten, Blockchain - Sicherheit auch ohne Trust Center)
Jeweils Erwerb der Teilnahmebestätigung (Zugriff auf mind. 80% der Lernmaterialien)
Die Teilnahme an den Wochentests in den einzelnen Kursen ist für diese Prüfung irrelevant."
1100,HPI Academy: Strategic Design Thinking For Every Day - Summer 2021,"This is an online course for everyone who wants to use Strategic Design Thinking for everyday challenges. You learn to use the whole potential of the approach, going beyond the method and the tools. Equip yourself with the most impactful Design Thinking principles to unlock your innovation capacity in complex, highly constrained situations.
Register now for the upcoming course starting April 23, 2021. Registration closes April 16, 2021.
This online training experience is provided by the HPI Academy."
